user_id,item_list
304,17022 16974 14479 12658 4635 14437 17129 13692 14367 14400
305,14818 3706 15603 10459 10709 6095 16202 7506 6572 10954
306,7397 8739 3329 13894 4445 12702 3309 7946 5493 688
307,10921 5004 11922 16439 17612 14014 8787 16450 10515 13992
308,13226 579 8111 8513 13922 4434 5090 17291 16959 14526
309,11871 18031 17985 17926 12060 2836 8326 16338 8310 5797
310,6514 7873 6728 7968 8111 6615 8033 6597 7553 7543
311,13032 6514 6975 4965 9744 6670 15746 15626 1208 5004
312,16598 4965 16350 6670 1208 17236 13032 10445 10726 7376
313,5414 7553 10182 7486 7464 7543 7495 5432 10181 10645
314,610 698 1875 8464 10848 16147 15722 17697 204 17632
315,595 4033 9177 4262 4173 17994 2909 17989 4026 609
316,739 12141 7374 11341 6670 7873 7376 9865 17309 14266
317,3044 6615 10110 2712 12375 15025 15921 3030 7873 3064
318,4413 6728 17129 17106 7543 12794 14367 5414 106 14267
319,3324 7823 5275 12649 17082 8567 6644 15919 8614 5283
320,6597 15507 5414 6615 6728 10645 7543 6514 7873 5460
321,13312 16425 9561 11393 3660 13191 2388 10673 2407 6867
322,3464 17511 9777 3022 4052 4047 3888 9669 3192 16496
323,14990 16598 12581 9903 14440 13020 9338 6769 11237 3229
324,6811 1255 13971 8322 11529 15828 17445 13963 9644 774
325,16350 13366 10445 923 4965 10865 15746 322 2440 9667
326,2898 8551 2828 2839 17236 5432 9433 14061 7464 243
327,8259 8160 8180 8151 8448 7315 5621 9788 12998 9815
328,15463 17733 9869 6011 9871 16020 9908 17926 11860 9847
329,14762 8242 5141 2200 4837 16778 9726 5090 5819 15831
330,15630 14222 15867 6039 5249 5724 6403 14110 8348 14727
331,7116 13112 5004 7117 5051 4900 1013 1730 7270 3859
332,9323 14543 2482 14159 391 16874 12784 3937 16964 3691
333,13804 13980 8826 4149 13922 13981 8807 14060 13971 8491
334,10954 17236 13112 322 10726 9744 13030 12944 2283 7117
335,1890 3558 9776 5780 3895 15796 15787 3614 9643 3470
336,9064 322 6492 6975 1875 7376 17455 12350 17968 14535
337,13112 5004 7117 7116 5051 932 3804 2979 7301 3814
338,12098 5639 9323 15732 5999 11608 2052 11990 16889 5691
339,6811 17498 3885 16661 17342 1255 16399 8602 8716 9452
340,5983 17520 5797 5789 6365 12510 5761 5721 11764 12379
341,6292 7480 4788 4051 9660 7319 6293 162 4427 16946
342,7551 3371 697 11133 7570 3351 7505 7524 15750 11150
343,8809 4800 17787 17723 2232 17724 8889 8827 10866 13617
344,14367 9082 14526 13692 9704 14625 16793 4607 8955 8573
345,2362 5221 11133 10522 4902 8203 8202 6041 10103 13279
346,9744 322 17236 13032 7376 16598 15746 10445 14440 9667
347,10467 1954 3747 7434 3756 16122 10931 3911 14034 12257
348,13786 4742 5186 7617 15346 10760 10845 4731 4865 17565
349,16448 14521 15884 16188 6139 15885 15026 15878 11249 2237
350,10182 10181 10484 10478 10370 5761 10349 16751 10562 7711
351,1255 6811 12477 16049 4472 2388 16016 16019 11347 6694
352,10182 17450 10181 10322 2448 5292 10645 7377 15712 12658
353,974 17865 13507 16268 2116 17989 14021 2714 3891 14891
354,6615 6728 6597 8033 6514 8111 7873 7968 5432 739
355,4046 5165 16234 4484 14065 9232 598 9700 9227 16218
356,15922 16778 14762 2027 13908 15831 8242 8316 13703 4837
357,13914 8242 9686 4837 14762 8898 13908 6676 13703 17553
358,1176 2418 538 12514 12226 12248 12277 12334 12348 507
359,192 9846 12410 195 11650 10678 9849 11539 11489 10754
360,15031 14953 14744 14879 7419 8395 15010 8431 15020 9879
361,2674 7570 7617 10062 10470 6602 6613 2597 1213 6641
362,923 15626 10445 1208 4965 6670 6905 4582 6233 14440
363,3632 7374 1619 6339 2832 13035 12516 17203 10354 17207
364,6975 9667 2283 16791 17236 15746 10726 13366 16598 10445
365,6514 8111 6615 6728 6597 8033 7873 7968 3369 3366
366,4614 10130 11776 3164 6804 11166 3160 11778 10677 6793
367,5797 5761 3870 17584 6112 3872 6011 5983 5974 16557
368,6811 8716 391 12520 552 9363 14010 16573 5056 5999
369,7117 7116 5004 13112 5051 12379 6670 12380 4965 10865
370,7873 6514 8111 15639 5292 7429 7428 5317 12712 6728
371,12 151 237 17 45 291 16839 14096 9635 16865
372,17236 16350 4582 6905 10445 322 2283 923 13366 7376
373,3026 17450 4023 932 8111 5166 1736 3830 1730 3931
374,490 3718 3666 1997 14188 15998 14189 9596 1422 2187
375,9995 17570 17585 7107 7113 6071 15346 2697 6046 7123
376,6975 17236 16808 9667 13366 16791 16350 6670 322 2283
377,5185 12944 4025 4023 12943 7116 6615 7117 7270 6597
378,13326 9746 11943 13639 10534 9133 16634 9718 4126 16246
379,16807 13005 1521 11034 14838 439 8652 8708 17495 13018
380,14285 5596 9675 13471 7239 2846 17307 16550 7505 14851
381,15425 4849 15415 10181 10182 17450 4867 17072 7570 14031
382,8111 7873 6615 8033 7968 6728 6514 10181 6597 10182
383,12015 3632 6339 13035 12516 3315 17309 2832 9643 5723
384,5056 14159 6570 16476 9747 3937 16573 5999 552 6577
385,12658 15507 10181 10182 10502 10586 10620 10546 10553 15712
386,4982 17553 14813 15831 8242 14449 4837 5819 2298 16778
387,15507 10182 10181 7543 11254 1080 12086 464 7939 16445
388,15626 16598 17236 7376 6905 10726 9667 2283 6670 14440
389,8033 7968 6514 6728 8111 6597 6615 7873 10865 13366
390,7760 11183 7734 11215 15995 7724 16017 11166 11170 2362
391,6538 3605 8735 4430 6991 11035 17625 2597 5437 5424
392,11944 15463 10044 16374 1870 14940 15488 15152 11871 16183
393,7968 8111 7873 8033 6615 6597 6728 6514 5575 7429
394,10726 10445 6233 9667 17236 16791 13366 16808 2283 322
395,3389 3238 3642 4285 15010 3720 5229 15020 6139 12272
396,6609 17056 15939 1908 1911 9055 13527 15799 3464 2689
397,7873 6615 7968 6514 8033 8111 6728 6597 12995 13630
398,13767 9201 3454 7591 7449 17980 1765 6782 15531 15016
399,7946 12767 8093 1172 12649 7979 12702 8178 15458 5493
400,1208 7376 4582 7968 10726 15746 9744 10946 10952 923
401,1076 1086 7160 3786 14790 8335 6761 6364 14777 16699
402,6905 13366 6975 10865 10726 322 10445 15746 16791 6670
403,2996 1736 1843 1013 5317 824 1663 1730 2979 10719
404,5981 17734 17625 11844 5983 17733 5974 7376 5795 7377
405,3536 3489 3584 3594 8428 13424 11179 7570 11178 7617
406,2141 2112 17734 6906 14987 6898 13011 17733 14952 13060
407,6791 8009 6804 2443 15727 11495 1185 1187 7430 15735
408,9590 8160 8259 8180 8461 3619 1212 10789 1756 5556
409,17450 3632 15507 13035 5432 3315 10182 10181 5460 2832
410,17720 3981 5767 13529 10952 10946 14938 4068 423 133
411,16350 2637 1176 2655 2654 4965 13366 17236 9667 322
412,2518 13717 8930 759 9481 8818 748 9219 8674 8824
413,9643 8615 8554 8541 8525 9776 9658 8614 9596 9635
414,7376 322 10445 13032 4965 16808 16791 9667 10865 15626
415,6615 8111 6728 7873 7968 8033 6514 6597 12821 5575
416,15309 9254 14717 14036 15312 17797 10864 10827 17960 9260
417,7873 7968 8111 6728 8033 6615 6514 6597 10553 15463
418,15507 10181 17450 17585 17780 17433 8688 5460 6514 17776
419,7376 2283 13366 16598 6233 322 4965 17236 15746 13032
420,9333 587 14259 8875 14518 9660 3064 9875 7001 2587
421,9082 4434 629 4538 14526 17022 9087 10182 10181 14367
422,10351 10320 10518 10470 697 4280 4304 10390 10376 10360
423,7087 11160 3593 12086 10843 14917 3402 14536 6724 3208
424,13035 10181 12015 7553 7543 17309 6339 17450 10182 3632
425,739 7873 6728 8033 10181 7968 6514 6615 6597 8111
426,9201 13767 9291 6905 923 14440 7376 10726 13498 10445
427,9722 17376 15589 4852 3686 8838 7271 464 17393 13597
428,13372 11102 13370 7031 15073 11625 7036 5299 6310 13362
429,5983 6290 11944 5761 11860 7711 6112 5789 17734 6311
430,6891 15230 9640 13931 5870 15487 16861 1665 2558 16693
431,12327 7873 5157 6521 12622 2104 11418 11412 2133 6615
432,5392 6597 739 10182 10719 10181 11723 7486 7464 6514
433,2320 2328 12414 1058 12407 5688 1070 12405 1053 1051
434,1663 16598 3955 4025 10726 17236 923 6233 4582 14440
435,1086 1076 13630 5166 16778 5414 12943 9726 5141 10267
436,9667 10726 4582 322 13366 923 2283 1208 16350 10445
437,8437 10546 5847 12794 2478 14093 12812 10553 10791 12901
438,17450 14617 654 5999 9063 5981 14625 6063 6051 5974
439,17705 8688 8675 17673 14374 118 8496 14371 9856 431
440,1843 3369 3814 3804 1736 12943 13112 5004 3035 3931
441,15383 13908 13466 14762 14813 9686 14449 4982 15922 15831
442,15746 4965 6233 9744 7376 2283 10726 16350 1208 17236
443,5974 17733 17734 5983 17625 5981 17985 17926 2179 2177
