user_id,item_list
61,3899 3473 17330 6214 6177 8635 5925 13914 14181 2665
62,8635 3473 13134 5925 14181 1137 2665 1941 15778 17135
63,7264 16846 6214 8207 7744 3473 15119 5951 14709 13229
64,3899 6177 3473 13229 8635 3768 2665 16846 15119 5273
65,2665 3473 6177 14358 16846 8635 16365 15119 6975 17330
66,6214 3899 3473 8635 3768 17364 2665 8207 6975 6011
67,3899 3473 1259 10865 2665 5273 8502 5925 9871 15778
68,5273 3899 3473 13134 1941 14181 8635 6177 13914 10865
69,2687 8898 5141 15922 17751 13630 16143 14813 1838 8316
70,5925 5273 8635 1941 14181 2665 15778 16365 13032 6905
71,3899 13914 1259 13134 2665 6214 5925 10865 6975 14358
72,3473 6214 3768 3899 13410 8207 17364 17330 8635 4582
73,6177 6214 3899 13914 17330 5273 13134 16365 2665 14358
74,3473 13914 8635 17330 6177 13134 2665 14181 15778 1259
75,8635 3473 5273 3899 13134 10865 2665 13229 1259 6177
76,16846 13229 3899 6214 16365 3768 3473 17294 17364 16486
77,3473 3899 6177 2711 5273 13229 10865 6214 14358 13914
78,5273 1259 1941 3899 2665 13914 1551 16791 15778 9871
79,5273 8635 10865 3899 17330 3473 1137 17748 5403 14400
80,1792 16846 2665 14781 4582 6214 3473 3899 9131 10865
81,3899 3473 1941 8635 5273 17330 5925 14181 2665 17584
82,6177 3473 16365 3899 15119 17330 8635 4582 13229 13410
83,3899 17330 16365 14358 14181 1259 16846 2665 13229 5925
84,8635 3899 17330 6177 14181 1137 8502 15778 6214 14868
85,17330 3473 1259 13134 14181 5273 13914 1137 1551 10865
86,6214 2665 8635 14358 17330 16791 13914 16846 1137 1792
87,14358 3899 16846 16365 13229 8635 5273 14181 6975 6011
88,1941 5273 1259 17330 14181 8635 3473 13914 2665 3768
89,17330 5273 14181 10865 1941 15778 1137 5403 14868 14358
90,10865 3473 5273 14181 1259 13134 2665 14868 5925 16364
91,3899 3473 17330 16365 16846 14358 2665 13229 5273 10865
92,13914 1259 14181 15778 9871 6177 6214 1941 1551 14868
93,6177 6214 13229 16846 16365 13134 2665 14358 13914 1259
94,3899 17330 1259 14181 5403 9441 8635 1551 1137 3942
95,3473 2665 5273 10865 15119 1259 1137 6975 1941 17364
96,10865 1259 13914 13134 5925 14400 14358 1551 1941 3942
97,1259 1941 14400 3899 9441 3942 6905 13178 7295 4088
98,3473 16365 15119 3899 13229 3768 2665 8635 640 17330
99,5273 1551 3473 13914 1137 3942 2665 6177 6214 15778
100,1259 17330 6214 14181 14358 10865 13914 2665 3768 16365
101,3899 17330 13134 2665 1259 6177 14181 1137 15778 1941
102,3473 3899 15119 13229 17330 16846 12186 16365 13914 3768
103,13229 3473 5273 13134 14181 1551 14358 16365 5925 13410
104,6214 6177 6975 15119 3768 16846 8635 8207 14358 17364
105,10865 8635 5273 2665 1259 16364 1137 5925 6214 17135
106,5273 1941 8635 13914 3473 5403 14400 5925 3942 14868
107,6214 3473 5273 17330 13134 1551 1259 10865 8207 16486
108,6214 6177 5273 14181 8635 13914 16846 15119 13229 1259
109,8635 3899 17330 14358 6214 15778 13914 16365 1137 6975
110,6214 16365 6975 6177 2665 17330 15119 4582 5273 3768
111,6157 13585 5951 12764 552 17905 99 6177 8580 11058
112,3899 3473 5273 13134 5925 13914 13229 14358 6975 15119
113,14181 3473 5273 13914 10865 1137 16364 1551 14868 17748
114,3473 17330 2665 1259 15778 1137 16846 14358 13229 15119
115,8635 3473 13134 14400 5273 13914 7295 14181 5424 2665
116,17330 6177 2665 14181 13914 1259 14868 14358 15778 6975
117,6214 3473 2665 14358 13229 640 4582 15119 3768 3899
118,3899 8635 17330 6177 2665 14358 14181 6975 1137 5925
119,6214 13134 5925 3473 5273 14181 1259 1941 13914 16365
120,5925 1259 8635 3473 1941 1551 10865 2665 14868 6177
121,6214 16365 640 12901 3473 14358 5324 2665 4582 10865
122,16365 14358 2665 10865 15778 14181 13410 13914 8207 1792
123,6214 3899 8635 17330 13229 5273 6975 13134 16846 15778
124,3899 3473 8635 6177 2665 10865 16365 14181 16846 1137
125,13134 13914 14181 9871 1941 5273 3899 14400 8635 10865
126,17330 14181 3473 10865 5273 6177 1941 15778 6214 14868
127,15922 2687 5141 8096 3503 13235 4294 1882 7264 7003
128,3899 3473 17330 14181 1259 6177 1137 15778 16365 6975
129,3899 3473 6214 17294 5925 10865 17330 13134 16486 13229
130,3899 17330 14181 13134 10865 6177 6214 1137 1551 13914
131,3473 6214 2665 14358 8635 5273 4582 15778 13229 640
132,3899 13134 17330 2665 1259 16365 15119 3768 14400 16846
133,6177 16846 3473 14358 16365 9131 6975 13229 3768 1792
134,13229 14358 16846 2665 8635 17330 6011 17364 13134 10865
135,14181 5273 1259 14358 13914 1137 3942 9871 3200 5403
136,17330 3899 8635 13134 5403 10865 1941 5273 14181 13914
137,6214 6177 14358 2665 3899 17364 8207 17330 13410 8635
138,11303 3899 8635 6214 10865 16365 14358 15778 15922 2665
139,13914 3899 8635 5925 15778 6177 14400 13134 1137 9441
140,8635 6214 17330 6177 5273 10865 13914 1259 16365 15119
141,6214 17364 3473 13410 6011 8207 9131 5299 640 3899
142,5273 13134 2665 6214 5925 3200 15119 14358 16791 16365
143,3899 14181 1941 15778 2665 3200 14868 17584 14400 9871
144,3899 8635 13134 10865 5273 13914 3473 15778 1259 9871
145,8635 13134 6214 17330 6177 13914 5273 10865 1137 5925
146,3899 6214 8194 14358 16365 16846 17788 9131 15119 5273
147,16846 2665 6177 8635 3473 15119 1792 9131 13410 4582
148,10865 3899 6177 17330 15778 2665 6975 16365 14400 13134
149,6214 3899 3473 8635 17330 2665 5925 3768 16846 13134
150,3899 6214 10865 1259 13229 15778 16365 1551 5403 14358
151,13914 17330 10865 3899 1259 8502 14181 1137 15778 5424
152,6214 2665 6177 14181 14358 13914 5925 6975 1551 4582
153,3899 17330 10865 6214 5273 16365 13134 13914 1137 17135
154,13229 6214 15119 16365 6011 9131 3899 8207 6975 5299
155,7744 1846 9621 15289 6177 11504 11227 6214 7606 5895
156,17330 1259 5925 6177 1941 1137 6214 15778 14868 2665
157,8635 3899 13134 17330 6214 1259 2665 15778 14400 15119
158,6157 1846 13585 2796 14396 17905 12764 13296 9621 7606
159,6214 17330 15119 2665 16846 13134 6975 3768 13229 5273
160,6157 13585 8473 5951 99 13295 5714 552 12764 11058
161,3473 8635 14181 10865 17330 1259 13134 6177 2665 6214
162,6214 16846 14358 16365 2665 6177 13134 640 17330 5273
163,3899 8635 10865 14181 3473 15778 1259 5925 249 9871
164,3899 6214 16365 17330 15119 10865 5273 3768 16791 1259
165,3899 6177 10865 1137 6975 4582 16791 3768 640 5925
166,3899 3473 17330 6214 6177 5925 14181 2665 16846 13914
167,8635 14181 1137 13914 9871 5273 14400 15778 1941 8502
168,3473 3899 13914 5273 6214 1137 15778 14181 15119 16364
169,3899 8635 3473 13134 16365 2665 14181 16846 14868 5424
170,3473 3899 17330 13134 15119 16365 15778 16846 5273 14181
171,3899 3473 16846 6975 13134 10865 3768 5273 15778 13914
172,6214 16846 6177 3899 13229 13410 5299 6011 17330 6652
173,2665 5273 8635 16791 13914 6177 14181 13134 15778 15119
174,3899 8635 2665 13914 14181 14358 13134 15119 14400 16791
175,3473 2665 6177 15119 14358 17330 16846 10865 13229 14181
176,6214 3899 16846 2665 3473 14358 13229 3768 16365 17364
177,3473 8635 6214 13134 10865 15778 1551 13914 15119 1137
178,8635 3473 5273 2665 5925 14358 15778 1259 14181 6177
179,5273 1259 17330 14181 3899 1551 13134 13914 13178 10865
180,17330 8635 3899 13134 14181 2665 1137 6177 1551 14868
181,17330 2665 3473 5273 14358 14181 1259 13914 9441 1941
182,3899 3473 1551 13914 6177 1259 6214 13134 2665 15778
183,8635 6177 13134 16365 2665 14358 14181 13914 13410 15778
184,6214 14358 5273 6177 1259 12186 13410 15778 1941 6975
185,8635 13229 10865 13134 3768 1792 6011 17364 13914 13410
186,3899 3473 10865 1259 14181 13914 1137 17330 6177 14868
187,16365 3899 15119 16846 3473 8635 17364 6975 3768 6652
188,17330 1137 5273 14181 1259 13134 5925 9871 6177 8502
189,5273 6177 6214 1941 5925 17330 10865 1137 15778 13914
190,14358 17330 15119 13134 2665 5273 6975 13229 3768 5925
191,3899 6214 5273 2665 15119 1259 10865 16846 13914 14181
192,6214 14358 16846 2665 8635 17330 15119 6975 13410 13134
193,6214 16846 14358 15119 6975 3768 17330 13229 2665 17364
194,6177 17330 2665 10865 13134 6214 5403 15119 1259 1137
195,3473 8635 10865 2665 16365 14358 5273 1259 16846 1137
196,3899 8635 5273 3473 13914 10865 2665 1551 14400 15778
197,3473 8635 10865 13134 5925 2665 3942 14868 16364 6214
198,3473 8635 14358 6214 13134 13229 5273 14181 3768 15119
199,3899 17330 8635 13134 14181 6177 1259 10865 14868 6214
200,3899 6214 3473 16365 16846 14358 8635 6975 15119 17330
201,3899 5273 10865 16846 13134 15119 3200 3768 16791 1551
202,1259 6214 1941 14181 17330 13134 1551 3473 5273 13914
203,6214 3899 3768 13410 15119 16846 13229 12186 5925 1941
204,17330 13914 1137 1259 10295 15778 3942 16364 5925 4088
205,3899 3473 8635 14181 1551 6214 13134 13914 10865 3942
206,3899 17330 5273 3473 5925 10865 1941 1259 5403 1551
207,11303 6540 5141 6730 17751 9686 1838 11873 13714 15922
208,3899 3473 6214 8635 17330 13229 14358 13134 16846 15119
209,5951 15289 12764 11227 13585 6157 11504 3899 6214 16962
210,8635 5273 13134 1551 1941 17330 13914 7309 10865 6905
211,6177 17330 13914 10865 14358 2665 5925 1259 15778 16364
212,1259 13914 1137 14400 8502 3899 5403 1941 5925 16364
213,6214 1846 3473 14358 6975 13134 5951 2665 17364 5273
214,1542 9875 15979 7257 5675 14709 8609 6368 1232 16296
215,3899 15778 6214 13134 2665 16365 14868 5925 1941 6975
216,3899 17330 1941 13914 2665 10865 6214 5403 16791 15778
217,8635 13229 3899 17330 6177 13134 16365 5273 15119 16846
218,6177 3473 16365 17330 13229 5925 17364 10865 4582 1137
219,17330 10865 13134 14868 5403 14400 2665 16364 3889 3942
220,13914 1259 3899 8635 14400 14181 9871 1137 9441 8502
221,8635 5273 2665 3473 14181 1259 14358 1137 6177 4582
222,8635 3473 3899 2665 17330 6214 6975 6177 16365 5273
223,15119 2665 8207 16365 3473 13410 14358 3768 17330 5273
224,1259 5925 5273 13914 1941 14181 15778 5403 14868 3942
225,3899 8635 5273 17330 13134 14181 2665 13914 1941 1259
226,13914 3899 17330 15778 8635 17135 14181 14400 16364 5273
227,6214 16846 8635 17330 13134 15119 10865 16365 14181 14358
228,3899 1941 17330 14181 1259 3473 13914 9871 15778 1137
229,3899 6177 2665 16846 13134 5925 10865 13410 5273 6975
230,3899 8635 15778 6214 6177 14181 2665 1259 1551 16846
231,3899 6214 17330 2665 14358 15119 12186 15778 13914 5925
232,6214 8635 14181 3473 1259 2665 13914 17330 5925 15119
233,6214 3899 8635 6177 10865 2665 17330 15119 13229 13134
234,3899 5273 13134 14181 8635 3473 1259 17330 10865 10562
235,3899 3473 5273 17330 6177 6214 10865 14181 15778 13914
236,8635 3473 13914 1259 13134 14868 15778 1551 2665 16364
237,6177 3473 5273 5925 13229 13134 14709 16846 1259 14181
238,6214 3899 8635 6177 15119 3768 5273 16846 10865 1259
239,3473 14358 2665 3768 17364 6975 17294 6011 17330 16791
240,6214 5273 3899 14358 5925 2665 6177 15119 13134 1941
241,6214 6177 3473 16365 15119 3899 9131 17330 8635 13229
242,5273 8635 3899 1137 5403 1259 13134 14868 14400 3942
243,3899 3473 6177 8635 2665 13229 15119 15778 13914 1137
244,1941 5403 5273 14181 13914 8635 10370 6905 5925 9441
245,6214 16365 14358 13229 14181 6975 1259 1137 4582 1551
246,8635 3899 5273 14181 1259 14868 13134 3889 9871 7295
247,1259 10865 9871 9441 1551 14400 14868 5403 3889 3942
248,3899 16846 17330 15119 10865 1137 5273 14181 4582 15778
249,11576 202 1232 5141 1542 14449 13950 5675 3080 17751
250,3899 5273 1259 10865 6214 14181 14400 16791 16365 16364
251,7744 6177 5951 8194 3473 14396 14358 13229 9131 8635
252,8635 6214 17330 6177 2665 5273 10865 6975 15778 1259
253,3899 3473 6177 8635 17330 15119 10865 16365 13229 1941
254,8635 6177 5273 13134 13914 5925 15778 8502 15119 17748
255,2665 10865 17330 3473 6214 12901 5273 16365 4582 15119
256,8635 17330 3473 10865 6214 13134 1137 14868 3942 15119
257,3473 16365 14358 10865 6975 2665 13410 13229 15778 14181
258,10865 13914 13134 1259 3899 14181 15750 5403 17936 940
259,3899 3473 17330 8635 6214 14181 13229 6177 16365 4582
260,8635 6177 13134 14181 15119 1551 3200 1941 5925 1259
261,3899 6177 3473 6214 8635 14358 2665 16846 1941 5925
262,3899 6214 13134 6177 13229 10865 5273 14181 1259 15119
263,8635 14181 17330 6214 10865 13914 1259 13134 15778 5925
264,3899 8635 10865 6214 1259 14181 14400 2665 16365 5403
265,1846 6177 6214 3899 7744 8194 16365 14396 14358 8635
266,16365 3899 3473 17330 15119 6214 8635 6975 12901 10865
267,6214 3899 8635 16365 13134 13914 14181 3768 5925 17294
268,3899 3473 6214 14181 1259 6177 2665 14358 1137 16791
269,3473 6214 6177 8635 10865 2665 13914 15778 3768 14868
270,8635 5273 13134 3473 14181 1941 16846 16791 15119 13410
271,3899 8635 17330 5273 14181 13914 5403 1941 2665 14868
272,17330 14358 6177 13134 6214 5273 15119 10865 16846 5925
273,5925 14181 5273 3899 13914 9871 1551 1137 10865 5403
274,7264 10427 4435 2711 13532 12243 2532 17761 16762 8917
275,3899 6214 17330 16846 16365 10865 15119 2665 14358 14868
276,3899 3473 8635 10865 13134 6177 15778 5925 1137 14358
277,4435 2711 17391 14520 5237 16458 11256 17761 15773 13921
278,10865 13914 5403 5925 1137 1259 6177 1551 9871 17748
279,6214 3899 16846 15119 13229 17364 6975 640 5273 5299
280,1259 8635 5273 5925 14181 1137 1941 14400 9441 2665
281,16846 7257 14358 202 5141 14610 3473 3768 3899 2665
282,14358 6214 16846 3899 2665 9131 15119 3768 6975 4582
283,17330 10865 2665 15119 15778 13134 13914 16486 13229 1137
284,2665 3899 6214 13032 11359 3473 1259 2152 6011 16365
285,6177 2665 1259 14181 13134 16365 6214 14868 5925 4582
286,10865 3473 17330 1259 13914 14181 16846 15778 13134 16791
287,14358 16846 17364 5299 4582 2665 1792 16791 13229 3473
288,17330 10865 1551 4088 16364 3200 3829 16791 3889 8651
289,5273 13134 3473 9871 5925 1551 17330 14181 1941 1137
290,3899 10865 17330 13914 13134 3473 1259 5403 14400 2665
291,3473 8635 14358 5925 16365 14400 15778 14181 4582 9871
292,3899 3473 8635 10865 17330 5273 15778 14181 13914 1137
293,5925 1259 3899 13134 8635 5273 3473 14181 13914 6214
294,5273 13914 5403 15778 3473 8502 9441 9871 3942 1551
295,3899 6177 8635 17330 16365 10865 5273 16846 6975 17364
296,7744 6214 6157 6177 3473 3899 4292 16846 13585 8207
297,10865 3473 5273 6214 13134 13914 14868 1137 5403 14358
298,6214 16365 3899 15119 14358 8635 8207 1846 13410 17364
299,3899 8635 3473 10865 6177 6214 13914 13134 14868 5273
300,8635 5273 13134 5403 17330 13914 10865 3829 1137 3942
301,3899 3473 13134 5273 14358 13229 16846 10865 3768 5925
302,17330 13914 13134 2665 5925 14400 7295 6214 9871 14181
303,6177 6214 13229 3899 8207 16846 8635 14358 6975 16365
304,5273 3899 8635 3473 1551 2665 17330 14181 3768 2152
305,3899 17330 8635 15119 6975 13229 13914 640 3768 17364
306,13229 14358 3899 3473 16846 8635 2886 6177 6011 17330
307,6214 15119 16846 8635 14358 3768 17330 10865 4582 5925
308,3899 8635 3473 17330 13914 5273 13134 6214 15778 14868
309,3899 6214 8635 6177 2665 6975 16365 5273 15119 640
310,3899 2665 10865 17330 6214 6177 13229 1941 16365 14868
311,6214 16846 3899 6177 8635 6975 13229 17330 3768 13134
312,3899 1259 17330 10865 13134 1941 13914 5925 2665 6905
313,6214 16846 6177 9131 3899 8635 3768 4582 2665 640
314,5273 3473 6214 1259 14181 1137 6177 10865 16365 13914
315,17330 10865 13914 1259 5925 15778 14181 16364 6214 9871
316,8635 5273 10865 13229 16846 14181 5925 1259 13914 15778
317,3899 17330 14358 15119 14181 5273 13134 1941 15778 1259
318,3899 17330 5273 16846 15778 3768 5925 16791 14868 6011
319,14358 3768 6011 6177 3473 17364 8635 5299 13410 2665
320,3899 8635 6214 2665 13914 16365 13134 10865 14181 1259
321,3899 8635 16365 16846 15119 3768 13229 6975 17330 2665
322,3899 17330 3473 5403 1137 1941 9441 1551 16791 16846
323,6214 3899 3473 16846 15119 17330 14358 8635 2665 6975
324,3473 8635 17330 13134 10865 16846 3768 13914 15119 5273
325,6177 2665 13229 10865 5273 13914 16791 1259 5925 6652
326,3899 3473 17330 13134 6214 13914 1941 14358 5925 13229
327,3899 5273 17330 5925 10865 13134 5403 13914 9871 4088
328,6214 6177 8635 13229 16365 6975 3768 5925 4582 1941
329,6214 16846 2665 3473 6177 3899 16365 3768 8635 17330
330,3899 16846 16365 14358 8635 2665 13229 13134 6975 8207
331,8635 3473 3899 10865 5273 6177 2665 1137 5925 13914
332,3899 17330 13914 16365 5273 15778 14868 13134 1137 14400
333,3899 8635 17330 6177 16846 2665 640 3768 13134 6975
334,3473 3899 6177 6214 13134 2665 5925 13229 14181 1259
335,3473 17330 15119 10865 13134 6975 14181 5273 13914 4582
336,8635 17330 3899 3473 2665 10865 14181 1137 13032 16791
337,5273 3473 6214 5925 14181 1259 6177 13914 14358 1941
338,6214 14358 15119 13229 13134 14181 13914 2665 5925 17364
339,6157 1846 5951 8473 13295 12764 17905 6177 8580 2251
340,14181 1259 6177 10865 15778 1137 14358 1551 3889 13032
341,3899 1941 17330 13134 5273 13914 3473 5925 14400 9871
342,3473 6214 6177 17330 13229 5273 16846 6975 10865 1259
343,16846 16365 14358 13229 1792 3768 15119 12901 6975 3899
344,3899 2665 1941 16791 5925 13229 5273 17330 1259 12186
345,16365 13229 16846 15119 4582 3768 2886 17364 5273 1792
346,3899 17330 3473 8635 13914 17135 9871 14181 13134 15778
347,17330 6177 6214 10865 5273 5925 15778 13229 16846 1137
348,8635 16365 2665 16846 16791 17330 1941 8207 4582 13410
349,6214 15119 16846 3473 1846 3899 8635 17330 7867 6177
350,15119 10865 5925 16846 14181 13410 1259 6975 3768 8207
351,6177 6214 3473 3899 14358 16365 17330 15119 2665 10865
352,3899 13134 17330 1259 10865 1551 15778 13229 1137 5925
353,1259 16791 17330 3473 9441 13134 3942 14181 1941 13032
354,6214 8635 13134 14181 13229 2665 15119 13914 16846 5925
355,3899 3473 6214 17330 8635 2665 15119 16846 14358 14181
356,6214 16365 14358 3473 6177 13229 5299 10865 8635 17330
357,8635 10865 2665 13134 15119 5273 16365 16846 14181 5925
358,6214 16846 3899 16365 8207 9131 3768 2665 8635 6652
359,3899 3473 8635 17330 1259 14358 16791 16365 1137 15119
360,17330 8635 5273 13134 6177 10865 1551 6214 6905 14868
361,3473 17330 14358 2665 5925 13134 13229 14181 13914 1259
362,3899 13229 8635 6177 2665 17330 16365 14358 3768 13134
363,3899 3473 17330 8635 16365 14358 2665 13134 5925 16846
364,2665 6214 3899 16846 16365 3768 13410 13134 6975 17364
365,3473 8635 5273 1259 10865 2665 15778 13914 1551 14868
366,8635 17330 5273 3473 13229 5925 1259 6214 15119 3768
367,6177 3473 13229 17330 16846 8635 10865 2665 14358 15119
368,6177 6214 8635 17330 3768 16365 16846 13229 2665 5273
369,3899 5273 13914 1259 14181 1551 5403 14400 3942 17022
370,5273 3899 10865 3473 13914 14181 13134 14400 3942 6177
371,3473 6214 15119 8635 17330 13134 5273 14181 1941 3768
372,3473 5273 6214 13134 2665 16365 10865 1259 13914 15119
373,3899 5273 17330 3473 6214 8635 6177 2665 10865 13914
374,8635 3899 13914 2665 14181 13134 6177 1259 8502 15119
375,6214 3768 8207 2886 9131 17364 6975 2152 6652 4582
376,1259 17330 3473 10865 1137 1551 14400 6905 16486 4088
377,6214 13229 3899 17330 2665 13410 5273 4582 15778 5925
378,3899 15119 3473 6975 3768 14358 17364 8207 8635 17330
379,14181 17330 1551 13914 6177 6905 10865 14400 15778 4088
380,3829 1941 5273 1259 17748 17330 13914 3899 14868 3473
381,3473 10865 5273 13134 13229 14181 9441 3768 5403 14400
382,13229 16846 6177 3473 16365 6652 4292 13410 15119 14358
383,13229 15119 16365 3899 2665 12186 3473 8635 6975 640
384,6177 6214 7744 16365 16846 14358 15119 2665 10865 6157
385,3473 5273 2665 6214 5925 14358 1259 16365 3768 16846
386,8207 13229 16365 12752 3768 6652 12186 14358 15119 13410
387,8635 3899 3473 17330 6975 6177 2665 13914 15119 16365
388,3473 16365 2665 16846 15119 6177 10865 17330 13229 3768
389,3473 6177 13134 17330 15119 2665 13229 14181 14358 5925
390,16365 3899 6214 14358 3473 6177 8635 15119 3768 10865
391,1259 5273 3473 13134 15778 1137 14400 9441 8502 2665
392,3473 5925 13134 6177 13914 5403 14868 8502 4088 6905
393,5925 8635 1259 16364 14181 13134 3899 15778 2665 5273
394,3899 17330 8635 1259 3473 10865 1941 8502 1551 14868
395,13532 11506 15773 2532 2711 7264 10427 5237 2911 442
396,3473 3899 6214 5273 8635 1941 15119 1259 16846 16365
397,8635 3899 17330 14181 13134 1259 1941 15778 1137 14868
398,8502 17330 9871 3899 8635 5925 10865 13914 14181 5273
399,7264 101 653 10010 11506 15773 5237 12243 1351 14520
400,3899 3473 13134 14358 17330 5273 1259 16791 16365 10865
401,16486 6214 14358 3473 8194 15119 2665 8207 3200 3768
402,1259 8635 3473 1941 10865 5403 15778 4088 15750 8502
403,13914 10865 3473 1259 2665 13134 1137 15778 5925 6214
404,13134 3473 8635 1941 14181 2665 6177 3942 6905 5403
405,3899 3473 8635 17330 6177 6214 5273 15119 14868 13229
406,7744 6214 6177 5951 1846 14358 3473 6975 15119 8207
407,2665 3899 13229 16365 16846 17330 14078 3473 4582 11359
408,3473 10865 17330 5273 14358 15119 15778 13134 16365 14181
409,6177 8635 6214 5273 16846 14181 13134 2665 13914 1137
410,16846 16365 6214 3899 2665 3473 13229 640 6975 6177
411,16846 6214 16365 6975 17364 6177 3473 12901 640 3899
412,3899 3473 8635 17330 6214 5273 14181 15119 10865 5925
413,8635 3899 13134 5273 14181 14400 6177 6214 9871 14358
414,3899 10865 1259 5273 3473 2665 6177 15778 6214 17135
415,3473 13134 6177 6214 10865 5273 14181 1259 13914 15778
416,3473 17330 13134 1259 5925 6214 10865 2665 15778 14358
417,8635 13134 6177 13914 14181 16846 1259 16791 6975 15778
418,6214 17330 16365 2665 13134 6011 6975 13229 10865 5273
419,3473 6177 15119 13229 8635 2665 16846 14358 1941 15778
420,2665 16365 16846 15119 6214 13229 17294 6011 3473 6975
421,16846 16365 12186 3899 15119 2665 640 3473 3768 14358
422,3899 9871 8635 14181 4088 5403 14400 3473 16364 3942
423,17330 3473 5273 13134 14181 1259 1551 14358 15778 16364
424,3899 5273 8635 6177 1259 10865 1941 2665 13914 16365
425,6214 3768 13229 16365 17330 13410 15119 13134 17364 16791
426,8635 10865 5273 14181 6214 14400 14358 16365 13229 3768
427,3899 6975 6214 8635 10865 4582 15119 13914 13134 1137
428,3899 5925 5273 17330 1941 3473 1551 13914 6905 2665
429,17330 8635 3473 2665 6214 13914 6177 15778 14358 1137
430,8635 3473 14181 13914 10865 6177 5925 5403 14868 17748
431,3899 5925 8635 2665 3473 14358 10865 13914 15119 14181
432,3899 5273 6177 2665 13914 3768 15778 1551 5403 1941
433,2665 16846 3899 6214 3473 14358 17330 4582 10865 12186
434,3473 1259 14181 13914 10865 13134 1551 15119 15778 5925
435,2665 15119 13134 16846 14358 14181 3768 15778 1941 13032
436,3473 10865 2665 5273 6177 16365 13134 15778 6975 1259
437,3899 2665 3473 10865 15119 13914 14868 6975 16364 16846
