user_id,item_list
57,5403 16342 11057 4265 14060 2843 10338 5367 7001 13576
58,16342 11057 4265 14060 5250 7001 2204 2843 10338 10943
59,11057 16342 4265 8326 5367 10338 2843 2178 5250 6354
60,2204 10943 7001 5250 5367 14060 13576 10338 2843 6354
61,11057 4265 10338 14060 5250 2843 10943 7001 13576 6354
62,4265 11057 13576 5367 2843 10943 10338 2178 5250 2204
63,16342 11057 4265 9392 1890 5212 758 13237 12943 10302
64,8326 16342 4265 11057 11334 10660 14267 5794 4980 8435
65,8326 11057 16342 4265 2843 13576 2178 2204 5367 6354
66,4265 11057 16342 1890 5212 758 9392 13237 10302 2987
67,4265 16342 11057 10338 10943 2204 2843 2178 5367 5250
68,8326 7001 6354 5367 10338 14060 2204 2178 2843 10943
69,4265 11057 12943 5212 9392 13237 1890 758 3859 7599
70,11057 4265 16342 1986 14267 10660 3817 11155 16781 9555
71,13576 5367 2204 7001 5250 2178 2843 6354 10338 10943
72,8326 16342 4265 11057 10943 14060 13576 2843 5367 7001
73,11057 4265 16342 1890 9392 12943 13237 758 4795 10302
74,2843 2178 7001 5367 2204 10943 10338 6354 13576 14060
75,2178 2843 5367 5250 2204 10943 13576 10338 7001 14060
76,16342 4265 11057 8326 2204 2178 5367 10338 13576 7001
77,8326 149 10976 17339 9567 15965 17188 2068 2924 14587
78,8326 11057 4265 8270 4980 10137 11334 15917 10660 17273
79,16342 4265 11057 5250 14060 2843 5367 6354 7001 13576
80,8326 11057 16342 4265 14060 5250 2204 2178 10338 2843
81,5403 2178 5367 14060 7001 10943 5250 6354 13576 2843
82,5403 14060 6354 10943 2178 5367 10338 13576 7001 2843
83,5403 4265 11057 5250 2178 2204 5367 7001 10943 10338
84,3890 16114 6210 7681 84 12765 5403 13576 5250 10338
85,8326 11057 4265 16342 9392 13237 5212 12943 758 1890
86,8326 11057 4265 16342 9392 12943 758 1890 8774 3572
87,11057 16342 4265 8326 2204 2178 2843 13576 10338 5367
88,8326 11057 4265 16342 10137 13357 11155 5794 9555 14267
89,8326 16342 4265 11057 2204 5250 13576 6354 10943 10338
90,2204 13576 10338 5367 5250 2178 6354 7001 10943 14060
91,4265 11057 14060 10338 5250 2204 6354 5367 10943 13576
92,10943 6354 14060 5367 10338 2204 13576 7001 2178 2843
93,14179 3265 6361 10121 14384 13310 13946 5841 15887 7286
94,2204 14060 2178 2843 13576 7001 10943 6354 5367 8052
95,2204 10338 2843 14060 10943 6354 13576 2178 5367 7001
96,10338 2204 5250 7001 13576 14060 6354 2178 2843 5367
97,5250 7001 14060 13576 6354 2843 10338 2204 10943 2178
98,16342 4265 11057 14060 6354 10943 13576 2843 5250 10338
99,4265 11057 16342 5367 2204 5250 10943 7001 2178 14060
100,5403 14060 2843 13576 5250 2204 10943 2178 5367 7001
101,5403 6354 10338 10943 7001 5367 2843 13576 5250 14060
102,2843 7001 2204 2178 6354 10943 13576 14060 10338 5250
103,4265 11057 16342 8270 9555 5275 3817 17273 8627 14267
104,16342 4265 11057 9392 13237 12943 1890 5212 758 10432
105,5367 13576 10943 7001 2204 10338 2178 2843 14060 6354
106,16342 4265 11057 13576 10338 14060 6354 10943 5367 2843
107,8326 11057 4265 16342 7001 6354 10943 14060 2178 5250
108,8326 11057 16342 4265 5367 2843 7001 5250 10338 14060
109,8326 11057 4265 16342 12943 5212 1890 13237 9392 758
110,11057 16342 4265 14060 2178 13576 10943 5367 10338 7001
111,271 6567 1185 10432 2987 7083 10302 6589 5245 4887
112,11057 4265 16342 10660 17273 14267 9555 11334 5128 11155
113,2204 10338 6354 2843 2178 14060 5367 7001 5250 10943
114,11057 4265 16342 8326 14060 2204 2843 10338 10943 7001
115,16342 4265 11057 13576 2204 6354 10338 14060 10943 2843
116,8326 11057 4265 16342 2770 10660 6129 3572 4980 5794
117,16342 11057 4265 8326 6354 13576 14060 2843 5250 2204
118,2204 10943 5250 13576 6354 7001 10338 2178 5367 2843
119,16342 4265 11057 14060 13576 2843 6354 5367 5250 10943
120,8326 10943 14060 5367 13576 2178 2204 6354 10338 7001
121,8326 4265 2843 13576 14060 10943 5367 7001 5250 2204
122,6354 2178 13576 2843 5367 2204 10338 5250 7001 14060
123,11057 16342 4265 2770 16781 8270 11494 13357 8435 1986
124,5403 6354 14060 10338 13576 2178 5250 2843 2204 10943
125,5250 5367 10943 10338 7001 13576 2843 14060 2178 2204
126,2843 13576 2178 6354 5367 10338 5250 14060 2204 10943
127,3395 1012 16650 1653 17728 5193 1966 11475 13435 6238
128,11057 16342 4265 6354 10338 10943 2204 5250 13576 5367
129,7001 6354 5367 2843 13576 10338 10943 2204 2178 5250
130,5403 10943 7001 2843 5250 10338 5367 2204 13576 14060
131,8326 4265 11057 16342 758 5212 1890 12943 9392 13237
132,5250 14060 6354 7001 5367 2843 2178 13576 10943 2204
133,8326 16342 11057 4265 1890 758 5212 9392 13237 4795
134,4265 11057 16342 4795 758 13237 12943 5212 1890 9392
135,16342 11057 4265 2843 7001 6354 2204 2178 5250 10338
136,2204 10943 5367 13576 2843 6354 10338 2178 14060 7001
137,16342 11057 4265 8326 758 1890 9392 12943 5212 13237
138,5403 16114 12765 6210 3890 7681 84 10338 14060 5367
139,10943 6354 7001 5250 14060 2843 10338 5367 2178 2204
140,10943 2178 5250 14060 13576 10338 7001 5367 2843 2204
141,8326 16342 4265 11057 10660 11494 1986 9555 17273 8270
142,11057 16342 4265 8326 5367 14060 10943 7001 2204 13576
143,13576 2843 2204 6354 14060 10338 7001 2178 5367 10943
144,4265 16342 11057 5403 5250 2204 10338 7001 10943 2843
145,4265 11057 16342 758 1890 13237 5212 12943 9392 2178
146,11057 4265 16342 1742 13526 15756 9865 15685 7702 5015
147,11057 4265 16342 8326 6579 5015 9865 1742 731 13526
148,11057 16342 4265 8326 2204 5250 14060 10943 7001 10338
149,6354 7001 5250 2204 10338 2178 5367 14060 13576 2843
150,5403 6354 13576 2204 10338 7001 5250 2178 14060 2843
151,8326 4265 16342 11057 14060 6354 5367 5250 2204 2178
152,4265 11057 16342 7001 10943 2843 5250 13576 2204 5367
153,2178 10338 2204 14060 5250 5367 7001 6354 10943 13576
154,5403 7001 5250 2204 2178 2843 6354 10338 14060 13576
155,271 6567 5245 6589 6940 1185 4887 7083 10302 2987
156,2843 5367 5250 10943 10338 13576 7001 2204 2178 14060
157,4265 11057 16342 10943 2178 5250 6354 7001 2843 5367
158,271 6567 4887 7083 6940 10432 1185 5245 10302 2987
159,84 3890 16114 6210 12765 7681 7264 6567 271 5403
160,271 6567 10302 10432 6940 4887 2987 1185 5245 7083
161,16342 4265 11057 2178 2204 10943 2843 10338 6354 13576
162,16342 4265 11057 8326 2178 2204 6354 2843 14060 13576
163,5367 5250 2178 10943 2204 13576 6354 2843 7001 14060
164,11057 4265 16342 5212 9392 758 12943 14060 5250 10338
165,2204 14060 2843 6354 5367 13576 7001 5250 2178 10338
166,4265 16342 11057 2178 14060 2843 5367 6354 13576 10943
167,6354 13576 10943 5250 5367 10338 2178 14060 2204 2843
168,4265 16342 11057 7001 2843 5250 5367 10338 2204 10943
169,4265 11057 16342 8326 2178 5250 10338 13576 7001 2204
170,4265 16342 11057 5367 7001 14060 13576 2204 2178 6354
171,2178 13576 7001 10943 10338 5250 14060 2204 6354 5367
172,8326 4265 11057 12943 1890 9392 758 5212 13237 4795
173,8326 16342 4265 6354 2843 10943 7001 14060 10338 5367
174,7001 6354 2178 5367 5250 10338 13576 14060 2843 2204
175,11057 16342 4265 2204 14060 5250 6354 2178 10338 7001
176,11057 16342 4265 758 5212 13237 1890 9392 12943 7702
177,8326 16342 4265 11057 13576 10943 2178 6354 7001 5250
178,8326 4265 11057 16342 11334 16781 8270 11155 13357 4980
179,8326 11057 4265 16342 2204 6354 5250 14060 13576 5367
180,4265 11057 16342 6354 13576 10943 14060 5250 2204 7001
181,8326 4265 11057 16342 1986 5128 8627 11155 13357 14267
182,4265 11057 16342 5367 5250 13576 14060 6354 10943 7001
183,4265 16342 11057 9392 758 1890 5212 12943 13576 2178
184,10338 13576 2204 7001 5250 2843 10943 2178 14060 5367
185,11057 16342 4265 14060 2204 2843 7001 10943 5367 13576
186,7001 14060 6354 2204 10943 5250 10338 13576 5367 2178
187,16342 4265 11057 7083 6940 6589 4887 2987 5245 10302
188,10943 2204 10338 14060 5250 6354 2178 2843 7001 13576
189,2843 7001 13576 14060 5250 2204 6354 10943 10338 2178
190,5403 14060 2204 5367 2178 10943 7001 10338 2843 13576
191,11057 4265 16342 8326 758 1890 13237 5212 9392 4795
192,4265 11057 16342 12943 9392 758 13237 1890 5212 5245
193,4265 11057 16342 13237 5212 758 9392 1890 12943 6940
194,8326 13576 2178 5250 10943 2843 14060 2204 5367 6354
195,16342 11057 4265 10943 5250 13576 10338 7001 6354 5367
196,8326 16342 4265 11057 7001 14060 13576 5367 2204 10943
197,2204 14060 5367 10943 2843 2178 13576 7001 10338 6354
198,6354 10943 5367 2178 7001 13576 14060 10338 5250 2204
199,4265 11057 16342 2204 5367 7001 2178 5250 14060 2843
200,5403 6361 14384 10121 14179 7286 13310 9676 13946 15887
201,5403 5250 2843 2204 6354 2178 10338 7001 13576 14060
202,4265 11057 1890 5212 758 9392 13237 12943 7001 10943
203,8326 16342 11057 4265 9392 12943 5212 1890 758 13237
204,5403 5367 14060 7001 6354 2178 10943 2843 13576 5250
205,5250 5367 13576 10943 10338 7001 14060 2843 2178 2204
206,5367 5250 6354 2843 10943 7001 2178 10338 13576 2204
207,7503 6672 16104 6133 3142 3599 17656 15236 11575 6593
208,4265 16342 11057 5245 7083 4887 1185 2987 10302 6589
209,6567 271 2987 1185 6589 5245 4887 10302 10432 6940
210,8326 4265 11057 16342 13576 5250 7001 2204 2843 5367
211,8326 11057 4265 13237 1890 5212 12943 9392 758 2843
212,8326 4265 16342 11057 5275 5794 10660 14125 4980 17273
213,271 6567 10432 6940 10302 6589 7083 4887 5245 1185
214,14384 14179 13946 7286 3265 5841 15887 13310 10121 6361
215,13576 2204 5367 2843 5250 7001 2178 14060 6354 10943
216,2204 13576 7001 10943 5367 2178 14060 10338 5250 2843
217,8326 4265 16342 11057 5212 758 1890 13237 9392 10338
218,16342 11057 4265 5403 10943 5250 2178 2843 2204 5367
219,5403 14060 10338 2204 10943 2178 2843 7001 6354 5250
220,5367 14060 10943 7001 2204 13576 2178 10338 6354 5250
221,11057 4265 5367 2178 5250 10338 2204 6354 2843 14060
222,8326 16342 4265 11057 10137 8774 5275 13357 10660 3817
223,8326 4265 11057 16342 1890 5212 9392 758 14060 6354
224,16342 4265 11057 5367 6354 5250 10338 2843 13576 2204
225,7001 10943 5367 2843 2178 6354 14060 10338 5250 13576
226,2204 6354 5250 2178 7001 5367 13576 14060 2843 10338
227,10943 2843 14060 13576 6354 2178 5250 7001 10338 5367
228,8326 4265 11057 16342 10338 5250 7001 10943 2178 5367
229,8326 16342 4265 11057 2204 5250 13576 6354 14060 10943
230,8326 2178 13576 10943 14060 7001 5367 2843 2204 6354
231,8326 16342 4265 11057 13576 2178 2843 2204 7001 5367
232,7001 2178 5250 10943 13576 14060 6354 5367 10338 2843
233,2204 14060 6354 2178 5367 7001 10943 10338 2843 5250
234,2204 5367 2843 13576 5250 10338 2178 10943 14060 7001
235,2178 10338 13576 14060 6354 5367 10943 7001 5250 2204
236,5367 14060 10943 10338 13576 2843 5250 6354 7001 2204
237,14384 10121 9676 5841 15887 6361 3265 14179 13946 7286
238,11057 4265 8326 7001 10943 10338 6354 2178 5250 13576
239,5403 16114 12765 7681 84 3890 6210 10943 5250 2204
240,6354 5250 10338 2178 14060 5367 13576 2843 10943 2204
241,16342 4265 11057 6567 271 7083 10302 2987 4887 10432
242,5403 5250 2178 2843 13576 14060 7001 10338 5367 2204
243,5250 7001 2204 14060 2178 6354 10338 10943 13576 5367
244,16342 11057 4265 5250 10338 2204 14060 13576 10943 2178
245,2178 10943 10338 2843 6354 7001 5250 5367 2204 14060
246,11057 16342 5403 5250 14060 2204 10338 6354 2178 5367
247,16342 11057 4265 7001 10338 2204 10943 2843 14060 6354
248,16342 4265 11057 13237 5212 758 9392 1890 8326 7001
249,2204 5250 2178 7001 6354 10338 10943 14060 2843 13576
250,8326 11057 16342 4265 2204 10943 2178 13576 14060 5250
251,271 5245 1185 6589 4887 10302 2987 6940 10432 7083
252,7001 13576 5367 10338 2178 2843 14060 6354 10943 2204
253,5367 10338 2204 10943 2178 7001 2843 5250 13576 6354
254,8326 4265 16342 11057 5367 6354 7001 2843 14060 2178
255,8326 4265 16342 11057 16781 9555 13357 11155 14125 14267
256,8326 4265 11057 16342 5367 10338 6354 2178 2204 14060
257,6567 271 4265 11057 16342 2987 7083 6940 1185 5245
258,2178 7001 2843 10338 14060 5250 6354 5367 10943 13576
259,8326 4265 11057 2204 6354 14060 10338 2178 7001 10943
260,16342 11057 4265 10943 14060 6354 7001 5367 2178 10338
261,10943 2843 2178 2204 13576 10338 5250 5367 7001 14060
262,13576 14060 2204 2843 10943 10338 2178 5367 6354 7001
263,5403 5250 2178 2204 6354 10338 7001 5367 10943 2843
264,11057 4265 16342 8326 13576 7001 5250 10338 2204 2843
265,6567 271 11057 16342 4265 7083 10432 6940 1185 10302
266,5403 7001 14060 2843 10338 10943 6354 2204 5250 5367
267,4265 11057 8326 13237 12943 9392 5212 1890 758 6354
268,4265 11057 16342 6354 10338 10943 5250 5367 2178 2843
269,5403 13576 10943 10338 2204 14060 5250 2178 2843 7001
270,13576 2204 2843 2178 7001 14060 10338 5250 5367 10943
271,16342 11057 4265 5367 2204 14060 7001 13576 2178 6354
272,4265 11057 16342 8326 6354 7001 2204 2843 5250 10338
273,5403 16342 11057 4265 5250 2843 10943 10338 2178 13576
274,8326 6934 13286 12081 9854 14761 8115 9978 2158 3605
275,5403 6210 84 7264 7681 12765 3890 16114 10338 13576
276,11057 16342 4265 5403 5250 6354 14060 5367 10943 10338
277,8326 14587 3707 14883 5428 10589 6223 17674 11262 11214
278,4265 11057 8841 17585 6202 10123 15756 13526 17961 6922
279,8326 11057 4265 16342 14267 4980 11494 5794 15917 11155
280,10338 5367 6354 5250 2178 2843 13576 7001 2204 10943
281,271 6567 16342 11057 4265 2987 4887 10302 1185 7083
282,11057 4265 16342 5250 2204 7001 10943 2843 13576 14060
283,7001 5367 6354 2178 2204 14060 2843 13576 10338 5250
284,8326 11057 4265 16342 5367 2843 5250 14060 10338 2178
285,5433 5841 15887 10121 13946 3265 14384 7286 6361 7720
286,8326 13576 14060 5250 5367 10338 2204 2178 2843 6354
287,10338 6354 2843 14060 5250 13576 2204 7001 5367 10943
288,11057 16342 12943 758 13237 1890 5212 9392 4795 13576
289,5403 2204 10943 10338 2843 6354 5250 13576 2178 5367
290,13576 5367 6354 10943 7001 2843 10338 2178 14060 5250
291,7001 14060 10943 2843 5250 5367 13576 2178 2204 10338
292,4265 11057 16342 2843 2178 2204 13576 10338 6354 14060
293,16342 4265 11057 9392 13237 758 1890 12943 4795 2843
294,2843 2204 7001 13576 5250 5367 14060 2178 6354 10943
295,16114 7264 12765 84 6210 7681 3890 271 6567 13576
296,11057 4265 16342 10302 6589 10432 5245 4887 2987 7083
297,10338 10943 13576 2843 14060 5250 2178 6354 5367 2204
298,271 10432 7083 5245 1185 6589 4887 10302 6940 2987
299,10943 10338 5250 2204 2178 5367 13576 6354 14060 2843
300,2843 10338 6354 14060 2204 5367 13576 10943 5250 2178
301,4265 16342 11057 14060 10338 2843 5367 5250 13576 2178
302,16342 11057 10338 10943 2204 2843 5367 7001 13576 6354
303,16342 4265 11057 1890 5212 9392 12943 758 13237 8326
304,16342 4265 11057 17585 6202 7702 5880 1742 6922 6579
305,271 6567 10302 4887 2987 10432 6589 5245 6940 7083
306,8326 11057 4265 10338 2178 13576 2204 6354 14060 5367
307,2178 7001 13576 6354 2204 5367 2843 14060 10338 10943
308,5403 6354 10943 2843 7001 5367 13576 2204 5250 14060
309,8326 16342 11057 8627 1986 13357 14267 5128 11155 3572
310,8326 16342 11057 4265 13237 9392 5212 758 1890 4795
311,11057 16342 4265 13576 7001 14060 2843 5367 10338 2178
312,8326 11057 4265 5250 13576 2178 7001 5367 2843 2204
313,5403 14060 7001 6354 10943 2178 13576 10338 2204 5367
314,8326 11057 4265 6354 7001 2204 2843 10943 2178 10338
315,5403 5250 2178 7001 13576 5367 10943 2843 14060 10338
316,10943 5367 10338 2843 6354 5250 2178 7001 13576 14060
317,11057 16342 4265 258 14220 8980 3157 8187 246 11076
318,10338 14060 7001 2178 6354 10943 5250 2204 13576 5367
319,11057 4265 16342 8326 14060 7001 10338 2204 5250 10943
320,8326 11057 16342 4265 5367 7001 13576 6354 14060 5250
321,4265 16342 11057 758 5212 9392 12943 13237 1890 2987
322,4265 11057 16342 5212 9392 12943 758 1890 13357 8144
323,6567 271 14149 11107 14665 10838 6595 13561 10800 2987
324,271 6567 7083 5245 2987 10302 6940 1185 10432 4887
325,16342 11057 4265 13576 2178 7001 10338 5250 2204 14060
326,10338 14060 10943 5367 7001 2178 2843 5250 6354 2204
327,5403 6354 2178 10338 2204 13576 10943 14060 5367 2843
328,2204 2178 10338 5250 7001 10943 5367 2843 14060 6354
329,5403 7001 2843 6354 14060 13576 10338 2178 2204 10943
330,16342 4265 11057 5367 10338 2204 14060 2843 13576 2178
331,8326 4265 16342 11057 14060 2843 5367 2204 7001 2178
332,10338 10943 2204 2843 6354 5367 5250 14060 2178 13576
333,8326 16342 11057 4265 6354 13576 2204 5250 14060 2843
334,16342 4265 11057 13576 2204 2843 14060 10338 5250 2178
335,11057 4265 16342 5212 9392 1890 13237 12943 758 2204
336,8326 11057 4265 16342 10943 6354 5367 2843 13576 14060
337,8326 11057 4265 16342 1890 13237 9392 758 5250 2204
338,16342 11057 4265 8326 9392 13237 758 5212 1890 12943
339,6567 271 2987 5245 7083 1185 10432 6940 6589 10302
340,11057 4265 16342 8326 10943 7001 2178 5367 10338 6354
341,2843 10943 10338 2178 13576 6354 2204 14060 7001 5250
342,10338 2843 2204 13576 14060 2178 10943 7001 6354 5367
343,4265 16342 11057 8326 5250 2843 10943 2204 5367 6354
344,8326 16342 11057 4265 16781 11155 13357 3572 8627 8144
345,11057 16342 4265 8326 13237 9392 12943 1890 758 5212
346,2843 6354 14060 2178 13576 10338 10943 2204 5367 5250
347,8326 16342 11057 4265 2204 5250 7001 13576 5367 14060
348,5367 14060 7001 2178 10943 5250 2204 6354 10338 13576
349,4265 11057 16342 5212 9392 758 13237 1890 12943 2987
350,8326 4265 11057 16342 5250 10943 10338 6354 14060 2204
351,10302 2987 6589 1185 4887 10432 6940 7083 5245 6567
352,11057 4265 16342 15917 11155 8774 10660 8144 11334 6129
353,14060 7001 2178 10943 5367 10338 13576 5250 2204 2843
354,11057 4265 5403 2178 2204 5250 10943 5367 13576 6354
355,4265 16342 11057 8326 1890 758 13237 5212 9392 12943
356,8326 5367 10943 13576 2178 6354 7001 5250 2843 14060
357,4265 16342 11057 4795 5403 5212 13237 9392 758 1890
358,16342 4265 11057 8326 13237 1890 758 12943 5212 9392
359,14060 2178 2843 6354 2204 5367 10943 7001 5250 13576
360,14060 5250 7001 10943 6354 2178 10338 2843 13576 2204
361,5367 14060 13576 7001 2843 6354 2204 10338 5250 10943
362,16342 4265 11057 14060 2178 10338 5250 2204 2843 6354
363,5403 14060 10943 6354 7001 5250 13576 2178 2204 5367
364,5367 10943 2843 7001 14060 10338 2204 13576 6354 2178
365,5250 5367 2178 13576 14060 10943 6354 10338 2204 2843
366,4265 11057 16342 9392 5212 13237 758 1890 4795 13231
367,4265 11057 16342 1890 5212 9392 12943 758 13237 4795
368,271 13231 5245 2987 10432 1185 7083 6940 6589 4887
369,11057 16342 4265 8326 13576 2204 2843 6354 10943 10338
370,2204 2178 13576 2843 7001 14060 10943 5250 5367 10338
371,11057 16342 4265 7001 10338 13576 14060 5250 6354 2204
372,11057 16342 4265 10338 2204 2178 13576 14060 5367 6354
373,4265 16342 11057 2843 5367 10338 13576 2204 7001 6354
374,11057 16342 4265 8326 13576 10338 6354 2843 5250 10943
375,8326 11057 4265 16342 17273 8435 3572 5794 4980 8144
376,5403 5250 14060 7001 10338 2204 6354 2178 13576 10943
377,11057 4265 16342 13576 2178 14060 2204 5250 2843 6354
378,16342 4265 11057 8326 13237 758 1890 5212 12943 9392
379,5367 2178 13576 2843 10338 5250 6354 10943 14060 2204
380,5403 13576 6354 5367 2843 5250 14060 7001 10943 2204
381,4265 11057 758 12943 1890 13237 9392 2178 10338 7001
382,8326 11057 16342 4265 2770 5128 4980 8144 15917 14267
383,7001 10338 2843 5367 14060 5250 13576 2204 2178 10943
384,6567 271 5245 10302 6940 2987 4887 6589 7083 10432
385,5367 7001 10338 6354 5250 14060 13576 2204 10943 2178
386,5403 5250 2843 2178 6354 14060 10943 5367 2204 10338
387,14060 10338 2843 5367 2178 10943 2204 13576 6354 7001
388,5403 5367 7001 14060 13576 10338 10943 5250 2204 2178
389,4265 16342 11057 8326 2843 13576 2178 6354 7001 10943
390,16342 4265 11057 5367 2204 14060 7001 6354 2178 10338
391,11057 16342 4265 3572 9555 11155 10137 16781 13357 8270
392,11057 16342 4265 8326 2843 2204 6354 5250 2178 10338
393,10338 7001 13576 2843 5250 5367 2178 6354 10943 2204
394,11057 4265 5250 2204 2178 10943 6354 5367 2843 10338
395,8326 16342 11057 4265 5794 8774 11494 8435 8270 9555
396,8326 11057 16342 4265 9392 1890 5212 13237 758 12943
397,4265 11057 16342 2204 13576 2843 14060 7001 10943 5367
398,7001 13576 2843 14060 6354 2204 5367 2178 5250 10943
399,8326 11057 4265 16342 5403 7577 11214 10589 597 9118
400,16342 11057 4265 14060 10943 5250 10338 7001 2204 6354
401,16342 11057 4265 8326 10123 6922 6579 17961 15756 5015
402,10943 5250 6354 10338 5367 2204 13576 7001 14060 2843
403,16342 11057 4265 8326 2178 5367 14060 2204 6354 13576
404,16342 11057 4265 8326 2204 6354 5367 14060 2843 10943
405,2204 6354 13576 2843 2178 5367 14060 10338 7001 10943
406,4265 11057 16342 6589 1185 6940 2987 7083 4887 10432
407,8326 11057 4265 16342 16781 3817 10660 8270 3572 5794
408,1653 4682 6238 13734 11220 8736 14087 2541 1966 17728
409,2843 14060 5250 2178 7001 6354 10338 13576 10943 2204
410,16342 11057 4265 7702 5015 6579 15756 6202 17585 8841
411,8326 4265 11057 16342 12943 1890 9392 758 5212 13237
412,4265 11057 16342 4795 5403 12943 5212 1890 13237 9392
413,8326 16342 4265 11057 2178 7001 2204 10338 14060 5367
414,8326 2843 2178 13576 10338 6354 2204 5367 14060 10943
415,5403 5367 6354 2178 5250 14060 2204 10943 2843 7001
416,5403 2843 14060 6354 2204 7001 13576 10338 5250 5367
417,10943 5367 5250 7001 10338 13576 2204 6354 2843 14060
418,8326 16342 4265 11057 14060 5250 5367 2843 2204 7001
419,11057 16342 8326 14060 13576 2178 2843 6354 2204 10338
420,13576 5250 2843 2204 2178 10338 5367 7001 10943 6354
421,5403 14060 6354 2843 2204 7001 13576 10943 2178 5367
422,2178 14060 13576 2843 5250 7001 10943 6354 5367 2204
423,5403 3265 15887 10121 13946 9676 5841 14179 14384 13310
424,5250 14060 2843 13576 2204 5367 7001 2178 6354 10338
425,8326 7001 6354 10338 10943 2204 5367 5250 2178 13576
426,11057 16342 4265 8326 5403 6354 2204 14060 7001 2843
427,13576 10338 2843 6354 2178 7001 14060 5250 5367 10943
428,5250 2843 14060 2178 6354 10943 10338 5367 13576 7001
429,11057 16342 8326 13576 5250 5367 6354 2204 10943 2178
430,5367 2843 2204 10338 2178 14060 5250 13576 10943 6354
431,8326 4265 11057 2204 13576 7001 14060 10338 6354 10943
432,8326 4265 16342 11057 7001 10338 5250 2843 6354 2204
433,4265 11057 16342 8326 13576 2204 2178 7001 5367 6354
434,16342 4265 11057 5367 10338 2204 10943 14060 2178 7001
435,4265 11057 16342 5367 14060 13576 2178 10943 7001 5250
436,10338 5250 7001 13576 6354 10943 2843 14060 5367 2178
437,8326 11057 4265 16342 10943 7001 6354 2843 14060 10338
438,11057 16342 4265 13576 14060 6354 5250 7001 10943 2178
439,5403 4265 11057 16342 5367 13576 5250 10338 2843 2204
